iteration	evaluations	runtime[s]	MAX_Aislamiento[MAX]
1	25	0.0	746
2	50	0.002	746
3	75	0.003	813
4	100	0.003	813
5	125	0.005	824
6	150	0.006	824
7	175	0.008	827
8	200	0.01	827
9	225	0.012	827
10	250	0.013	828
11	275	0.016	828
12	300	0.025	828
13	325	0.026	828
14	350	0.028	843
15	375	0.029	843
16	400	0.031	869
17	425	0.032	869
18	450	0.034	869
19	475	0.036	869
20	500	0.037	869
21	525	0.039	869
22	550	0.041	869
23	575	0.042	869
24	600	0.044	869
25	625	0.045	869
26	650	0.047	869
27	675	0.048	869
28	700	0.05	894
29	725	0.051	894
30	750	0.053	894
31	775	0.054	919
32	800	0.056	919
33	825	0.058	928
34	850	0.059	928
35	875	0.061	928
36	900	0.062	928
37	925	0.064	928
38	950	0.065	928
39	975	0.067	928
40	1000	0.068	928
41	1025	0.07	933
42	1050	0.071	933
43	1075	0.073	933
44	1100	0.074	933
45	1125	0.076	933
46	1150	0.077	933
47	1175	0.079	933
48	1200	0.08	933
49	1225	0.081	933
50	1250	0.083	933
51	1275	0.084	933
52	1300	0.086	933
53	1325	0.087	933
54	1350	0.089	933
55	1375	0.09	933
56	1400	0.092	933
57	1425	0.093	933
58	1450	0.095	933
59	1475	0.097	933
60	1500	0.098	933
61	1525	0.1	933
62	1550	0.101	933
63	1575	0.103	933
64	1600	0.104	933
65	1625	0.106	933
66	1650	0.107	933
67	1675	0.108	933
68	1700	0.11	942
69	1725	0.111	942
70	1750	0.113	942
71	1775	0.114	942
72	1800	0.116	956
73	1825	0.117	956
74	1850	0.119	956
75	1875	0.12	956
76	1900	0.122	956
77	1925	0.123	956
78	1950	0.125	956
79	1975	0.127	956
80	2000	0.128	956
81	2025	0.13	956
82	2050	0.131	956
83	2075	0.132	956
84	2100	0.134	956
85	2125	0.135	956
86	2150	0.137	956
87	2175	0.138	956
88	2200	0.14	956
89	2225	0.142	956
90	2250	0.143	989
91	2275	0.144	989
92	2300	0.146	989
93	2325	0.147	989
94	2350	0.149	989
95	2375	0.151	989
96	2400	0.152	989
97	2425	0.153	989
98	2450	0.155	989
99	2475	0.156	989
100	2500	0.158	989
101	2525	0.16	989
102	2550	0.161	989
103	2575	0.163	989
104	2600	0.164	989
105	2625	0.166	989
106	2650	0.167	989
107	2675	0.169	989
108	2700	0.17	989
109	2725	0.172	989
110	2750	0.174	989
111	2775	0.175	989
112	2800	0.177	989
113	2825	0.178	989
114	2850	0.18	989
115	2875	0.181	989
116	2900	0.183	989
117	2925	0.184	989
118	2950	0.185	989
119	2975	0.187	989
120	3000	0.189	989
121	3025	0.19	989
122	3050	0.192	989
123	3075	0.193	989
124	3100	0.195	989
125	3125	0.196	989
126	3150	0.198	989
127	3175	0.199	989
128	3200	0.2	989
129	3225	0.202	989
130	3250	0.203	989
131	3275	0.205	989
132	3300	0.206	989
133	3325	0.208	989
134	3350	0.21	989
135	3375	0.211	989
136	3400	0.213	989
137	3425	0.214	989
138	3450	0.216	989
139	3475	0.217	989
140	3500	0.219	989
141	3525	0.221	989
142	3550	0.222	989
143	3575	0.223	989
144	3600	0.225	1016
145	3625	0.227	1016
146	3650	0.228	1016
147	3675	0.23	1016
148	3700	0.231	1016
149	3725	0.233	1016
150	3750	0.234	1016
151	3775	0.236	1016
152	3800	0.237	1016
153	3825	0.239	1016
154	3850	0.24	1016
155	3875	0.242	1016
156	3900	0.244	1016
157	3925	0.248	1016
158	3950	0.249	1016
159	3975	0.251	1016
160	4000	0.252	1016
161	4025	0.253	1016
162	4050	0.255	1016
163	4075	0.256	1023
164	4100	0.258	1023
165	4125	0.259	1023
166	4150	0.26	1023
167	4175	0.262	1023
168	4200	0.263	1023
169	4225	0.264	1023
170	4250	0.266	1023
171	4275	0.267	1023
172	4300	0.269	1023
173	4325	0.27	1025
174	4350	0.272	1025
175	4375	0.273	1025
176	4400	0.275	1025
177	4425	0.276	1025
178	4450	0.278	1025
179	4475	0.279	1025
180	4500	0.281	1025
181	4525	0.282	1025
182	4550	0.283	1025
183	4575	0.285	1025
184	4600	0.286	1025
185	4625	0.288	1025
186	4650	0.289	1025
187	4675	0.291	1025
188	4700	0.292	1025
189	4725	0.293	1025
190	4750	0.294	1025
191	4775	0.296	1025
192	4800	0.297	1025
193	4825	0.298	1025
194	4850	0.3	1025
195	4875	0.301	1025
196	4900	0.302	1025
197	4925	0.303	1025
198	4950	0.304	1025
199	4975	0.306	1025
200	5000	0.307	1025
201	5025	0.308	1025
202	5050	0.31	1025
203	5075	0.311	1025
204	5100	0.312	1025
205	5125	0.313	1025
206	5150	0.315	1025
207	5175	0.316	1025
208	5200	0.317	1029
209	5225	0.319	1029
210	5250	0.32	1029
211	5275	0.321	1029
212	5300	0.323	1029
213	5325	0.324	1029
214	5350	0.325	1029
215	5375	0.327	1029
216	5400	0.328	1029
217	5425	0.329	1029
218	5450	0.331	1029
219	5475	0.332	1029
220	5500	0.333	1029
221	5525	0.335	1029
222	5550	0.337	1029
223	5575	0.339	1029
224	5600	0.34	1029
225	5625	0.342	1029
226	5650	0.343	1029
227	5675	0.344	1029
228	5700	0.345	1029
229	5725	0.347	1030
230	5750	0.348	1030
231	5775	0.349	1030
232	5800	0.35	1030
233	5825	0.352	1030
234	5850	0.353	1030
235	5875	0.354	1030
236	5900	0.355	1032
237	5925	0.357	1032
238	5950	0.358	1032
239	5975	0.359	1032
240	6000	0.361	1032
241	6025	0.362	1032
242	6050	0.363	1032
243	6075	0.365	1033
244	6100	0.366	1033
245	6125	0.367	1033
246	6150	0.369	1033
247	6175	0.37	1033
248	6200	0.371	1033
249	6225	0.372	1033
250	6250	0.373	1033
251	6275	0.374	1033
252	6300	0.375	1033
253	6325	0.376	1033
254	6350	0.377	1033
255	6375	0.379	1033
256	6400	0.38	1033
257	6425	0.381	1033
258	6450	0.382	1033
259	6475	0.383	1033
260	6500	0.384	1033
261	6525	0.386	1033
262	6550	0.387	1033
263	6575	0.388	1033
264	6600	0.39	1033
265	6625	0.391	1033
266	6650	0.392	1033
267	6675	0.393	1033
268	6700	0.395	1033
269	6725	0.396	1033
