iteration	evaluations	runtime[s]	MAX_Aislamiento[MAX]
1	25	0.001	1055
2	50	0.002	1055
3	75	0.003	1055
4	100	0.003	1055
5	125	0.009	1055
6	150	0.019	1055
7	175	0.028	1055
8	200	0.035	1156
9	225	0.039	1156
10	250	0.042	1156
11	275	0.046	1180
12	300	0.05	1180
13	325	0.057	1180
14	350	0.061	1180
15	375	0.065	1180
16	400	0.07	1180
17	425	0.074	1180
18	450	0.079	1180
19	475	0.083	1180
20	500	0.088	1183
21	525	0.092	1183
22	550	0.096	1183
23	575	0.1	1183
24	600	0.104	1183
25	625	0.108	1183
26	650	0.112	1183
27	675	0.116	1183
28	700	0.12	1183
29	725	0.124	1183
30	750	0.127	1232
31	775	0.132	1232
32	800	0.136	1232
33	825	0.14	1232
34	850	0.144	1232
35	875	0.148	1232
36	900	0.152	1232
37	925	0.157	1232
38	950	0.161	1232
39	975	0.164	1232
40	1000	0.169	1232
41	1025	0.172	1232
42	1050	0.177	1232
43	1075	0.181	1232
44	1100	0.185	1232
45	1125	0.189	1232
46	1150	0.193	1232
47	1175	0.197	1239
48	1200	0.202	1239
49	1225	0.206	1239
50	1250	0.21	1239
51	1275	0.214	1239
52	1300	0.217	1239
53	1325	0.221	1239
54	1350	0.225	1239
55	1375	0.229	1239
56	1400	0.233	1239
57	1425	0.238	1239
58	1450	0.242	1239
59	1475	0.246	1239
60	1500	0.25	1239
61	1525	0.253	1239
62	1550	0.257	1239
63	1575	0.261	1295
64	1600	0.265	1295
65	1625	0.269	1295
66	1650	0.271	1295
67	1675	0.272	1295
68	1700	0.275	1295
69	1725	0.277	1295
70	1750	0.279	1295
71	1775	0.281	1295
72	1800	0.282	1295
73	1825	0.284	1295
74	1850	0.287	1295
75	1875	0.289	1295
76	1900	0.291	1295
77	1925	0.292	1295
78	1950	0.294	1295
79	1975	0.296	1295
80	2000	0.297	1295
81	2025	0.299	1295
82	2050	0.302	1295
83	2075	0.304	1295
84	2100	0.305	1295
85	2125	0.307	1295
86	2150	0.309	1295
87	2175	0.311	1295
88	2200	0.312	1313
89	2225	0.314	1313
90	2250	0.316	1313
91	2275	0.317	1313
92	2300	0.319	1313
93	2325	0.32	1313
94	2350	0.322	1313
95	2375	0.324	1313
96	2400	0.325	1313
97	2425	0.327	1313
98	2450	0.329	1313
99	2475	0.347	1313
100	2500	0.348	1313
