iteration	evaluations	runtime[s]	MAX_Aislamiento[MAX]
1	1	0.0	298
2	2	0.001	351
3	3	0.002	365
4	4	0.003	365
5	5	0.003	365
6	6	0.004	366
7	7	0.004	394
8	8	0.005	425
9	9	0.005	426
10	10	0.006	426
11	11	0.007	426
12	12	0.007	426
13	13	0.008	426
14	14	0.008	465
15	15	0.009	494
16	16	0.009	494
17	17	0.01	494
18	18	0.01	494
19	19	0.011	494
20	20	0.011	494
21	21	0.012	576
22	22	0.013	576
23	23	0.013	576
24	24	0.014	576
25	25	0.014	576
26	26	0.015	576
27	27	0.016	576
28	28	0.017	576
29	29	0.018	576
30	30	0.018	576
31	31	0.019	576
32	32	0.019	576
33	33	0.02	576
34	34	0.021	576
35	35	0.021	576
36	36	0.022	576
37	37	0.023	576
38	38	0.023	576
39	39	0.024	576
40	40	0.024	576
41	41	0.025	576
42	42	0.025	576
43	43	0.026	576
44	44	0.027	576
45	45	0.028	576
46	46	0.029	576
47	47	0.029	576
48	48	0.03	576
49	49	0.03	576
50	50	0.031	576
51	51	0.031	576
52	52	0.032	576
53	53	0.032	576
54	54	0.033	576
55	55	0.033	576
56	56	0.034	576
57	57	0.034	576
58	58	0.035	576
59	59	0.036	576
60	60	0.036	576
61	61	0.037	576
62	62	0.037	576
63	63	0.038	576
64	64	0.039	576
65	65	0.039	576
66	66	0.04	576
67	67	0.04	576
68	68	0.041	576
69	69	0.041	576
70	70	0.042	576
71	71	0.042	576
72	72	0.043	576
73	73	0.044	576
74	74	0.044	576
75	75	0.045	576
76	76	0.045	576
77	77	0.046	576
78	78	0.046	576
79	79	0.047	576
80	80	0.047	576
81	81	0.048	576
82	82	0.048	576
83	83	0.049	576
84	84	0.049	576
85	85	0.05	576
86	86	0.05	576
87	87	0.051	576
88	88	0.051	576
89	89	0.052	576
90	90	0.052	576
91	91	0.053	576
92	92	0.053	576
93	93	0.054	576
94	94	0.054	576
95	95	0.055	576
96	96	0.055	576
97	97	0.056	576
98	98	0.056	576
99	99	0.057	576
100	100	0.058	580
101	101	0.058	580
102	102	0.058	580
103	103	0.059	580
104	104	0.06	580
105	105	0.06	580
106	106	0.061	580
107	107	0.061	580
108	108	0.062	580
109	109	0.062	580
110	110	0.063	580
111	111	0.063	580
112	112	0.064	580
113	113	0.064	580
114	114	0.065	580
115	115	0.065	580
116	116	0.066	580
117	117	0.066	580
118	118	0.067	580
119	119	0.067	580
120	120	0.068	580
121	121	0.068	580
122	122	0.069	580
123	123	0.07	580
124	124	0.07	580
125	125	0.071	581
126	126	0.071	581
127	127	0.072	581
128	128	0.072	581
129	129	0.073	581
130	130	0.074	581
131	131	0.074	581
132	132	0.075	581
133	133	0.075	581
134	134	0.076	581
135	135	0.076	581
136	136	0.077	581
137	137	0.077	581
138	138	0.078	581
139	139	0.078	581
140	140	0.079	581
141	141	0.079	581
142	142	0.08	581
143	143	0.08	581
144	144	0.081	581
145	145	0.081	581
146	146	0.082	581
147	147	0.082	581
148	148	0.083	581
149	149	0.083	581
150	150	0.084	581
151	151	0.084	581
152	152	0.085	581
153	153	0.085	581
154	154	0.086	581
155	155	0.086	581
156	156	0.087	581
157	157	0.088	581
158	158	0.088	581
159	159	0.089	581
160	160	0.089	581
161	161	0.09	581
162	162	0.09	581
163	163	0.091	581
164	164	0.091	581
165	165	0.092	581
166	166	0.093	581
167	167	0.093	581
168	168	0.094	581
169	169	0.094	581
170	170	0.095	581
171	171	0.095	588
172	172	0.096	588
173	173	0.097	588
174	174	0.097	606
175	175	0.098	606
176	176	0.098	606
177	177	0.099	606
178	178	0.099	606
179	179	0.1	606
180	180	0.1	606
181	181	0.101	606
182	182	0.101	606
183	183	0.102	606
184	184	0.102	606
185	185	0.103	606
186	186	0.103	606
187	187	0.104	606
188	188	0.105	606
189	189	0.105	606
190	190	0.105	606
191	191	0.106	606
192	192	0.106	629
193	193	0.107	629
194	194	0.107	629
195	195	0.108	629
196	196	0.108	629
197	197	0.109	629
198	198	0.11	629
199	199	0.11	629
200	200	0.111	629
201	201	0.111	629
202	202	0.112	629
203	203	0.112	629
204	204	0.113	629
205	205	0.113	629
206	206	0.114	629
207	207	0.114	629
208	208	0.115	629
209	209	0.115	629
210	210	0.116	629
211	211	0.117	629
212	212	0.117	629
213	213	0.118	629
214	214	0.118	629
215	215	0.119	629
216	216	0.119	629
217	217	0.12	629
218	218	0.12	629
219	219	0.121	629
220	220	0.121	629
221	221	0.122	635
222	222	0.122	635
223	223	0.123	635
224	224	0.123	635
225	225	0.124	635
226	226	0.124	635
227	227	0.125	635
228	228	0.125	635
229	229	0.126	635
230	230	0.127	635
231	231	0.127	635
232	232	0.128	635
233	233	0.128	635
234	234	0.129	635
235	235	0.129	635
236	236	0.13	635
237	237	0.131	635
238	238	0.131	635
239	239	0.132	635
240	240	0.132	635
241	241	0.133	635
242	242	0.133	635
243	243	0.134	635
244	244	0.134	635
245	245	0.135	635
246	246	0.135	635
247	247	0.136	635
248	248	0.136	635
249	249	0.137	635
250	250	0.138	635
251	251	0.138	635
252	252	0.139	635
253	253	0.139	635
254	254	0.14	635
255	255	0.14	635
256	256	0.141	635
257	257	0.141	635
258	258	0.142	635
259	259	0.142	635
260	260	0.143	635
261	261	0.143	635
262	262	0.144	635
263	263	0.144	635
264	264	0.145	635
265	265	0.145	635
266	266	0.146	635
267	267	0.146	635
268	268	0.147	635
269	269	0.147	635
270	270	0.148	635
271	271	0.148	635
272	272	0.149	635
273	273	0.15	635
274	274	0.15	635
275	275	0.151	635
276	276	0.151	644
277	277	0.152	644
278	278	0.152	644
279	279	0.153	644
280	280	0.153	644
281	281	0.154	644
282	282	0.154	644
283	283	0.155	644
284	284	0.156	644
285	285	0.156	644
286	286	0.157	644
287	287	0.158	644
288	288	0.158	644
289	289	0.159	644
290	290	0.159	644
291	291	0.16	644
292	292	0.161	644
293	293	0.162	644
294	294	0.162	644
295	295	0.163	644
296	296	0.163	644
297	297	0.164	644
298	298	0.164	644
299	299	0.165	644
300	300	0.165	644
301	301	0.166	644
302	302	0.166	644
303	303	0.167	644
304	304	0.168	644
305	305	0.168	644
306	306	0.169	644
307	307	0.169	644
308	308	0.17	644
309	309	0.17	644
310	310	0.171	644
311	311	0.171	644
312	312	0.172	644
313	313	0.172	644
314	314	0.173	644
315	315	0.173	644
316	316	0.174	644
317	317	0.174	644
318	318	0.175	644
319	319	0.175	644
320	320	0.176	644
321	321	0.176	644
322	322	0.177	644
323	323	0.178	644
324	324	0.178	644
325	325	0.178	644
326	326	0.179	644
327	327	0.179	644
328	328	0.18	644
329	329	0.18	644
330	330	0.181	644
331	331	0.181	644
332	332	0.182	644
333	333	0.183	644
334	334	0.183	644
335	335	0.184	644
336	336	0.184	644
337	337	0.185	644
338	338	0.185	644
339	339	0.186	644
340	340	0.186	644
341	341	0.187	644
342	342	0.187	644
343	343	0.188	644
344	344	0.188	644
345	345	0.189	644
346	346	0.189	644
347	347	0.19	644
348	348	0.19	644
349	349	0.191	644
350	350	0.192	644
351	351	0.192	644
352	352	0.193	644
353	353	0.193	644
354	354	0.194	644
355	355	0.194	644
356	356	0.195	644
357	357	0.195	644
358	358	0.196	644
359	359	0.196	644
360	360	0.197	644
361	361	0.197	644
362	362	0.198	644
363	363	0.198	644
364	364	0.199	644
365	365	0.2	644
366	366	0.2	644
367	367	0.201	644
368	368	0.201	644
369	369	0.202	644
370	370	0.202	644
371	371	0.203	644
372	372	0.203	644
373	373	0.204	644
374	374	0.204	644
375	375	0.205	644
376	376	0.205	644
377	377	0.206	644
378	378	0.207	644
379	379	0.207	644
380	380	0.208	644
381	381	0.208	644
382	382	0.209	644
383	383	0.209	644
384	384	0.21	644
385	385	0.21	644
386	386	0.211	644
387	387	0.211	644
388	388	0.212	644
389	389	0.212	644
390	390	0.213	644
391	391	0.213	644
392	392	0.214	644
393	393	0.214	644
394	394	0.215	644
395	395	0.215	644
396	396	0.216	644
397	397	0.216	644
398	398	0.217	644
399	399	0.217	644
400	400	0.218	644
401	401	0.218	644
402	402	0.219	644
403	403	0.22	644
404	404	0.22	644
405	405	0.221	644
406	406	0.222	644
407	407	0.222	644
408	408	0.223	644
409	409	0.224	644
410	410	0.224	644
411	411	0.225	644
412	412	0.225	644
413	413	0.226	644
414	414	0.226	644
415	415	0.227	644
416	416	0.227	644
417	417	0.228	644
418	418	0.228	644
419	419	0.229	644
420	420	0.229	644
421	421	0.23	644
422	422	0.23	644
423	423	0.231	644
424	424	0.231	644
425	425	0.232	644
426	426	0.232	644
427	427	0.233	644
428	428	0.233	644
429	429	0.234	644
430	430	0.234	644
431	431	0.235	644
432	432	0.235	644
433	433	0.236	644
434	434	0.236	644
435	435	0.237	644
436	436	0.237	644
437	437	0.238	644
438	438	0.239	644
439	439	0.239	644
440	440	0.24	644
441	441	0.241	644
442	442	0.241	644
443	443	0.242	644
444	444	0.242	644
445	445	0.243	644
446	446	0.243	644
447	447	0.244	644
448	448	0.244	644
449	449	0.245	644
450	450	0.246	644
451	451	0.247	644
452	452	0.247	644
453	453	0.248	644
454	454	0.249	644
455	455	0.249	644
456	456	0.25	649
457	457	0.25	649
458	458	0.251	649
459	459	0.251	649
460	460	0.252	649
461	461	0.254	649
462	462	0.254	649
463	463	0.254	649
464	464	0.255	649
465	465	0.255	649
466	466	0.256	649
467	467	0.256	649
468	468	0.257	649
469	469	0.257	649
470	470	0.258	649
471	471	0.258	649
472	472	0.259	649
473	473	0.26	649
474	474	0.26	649
