iteration	evaluations	runtime[s]	MAX_Aislamiento[MAX]
1	1	0.0	584
2	2	0.001	584
3	3	0.001	602
4	4	0.002	602
5	5	0.003	602
6	6	0.003	602
7	7	0.004	602
8	8	0.005	602
9	9	0.005	602
10	10	0.006	639
11	11	0.006	734
12	12	0.007	734
13	13	0.007	744
14	14	0.009	744
15	15	0.009	748
16	16	0.009	748
17	17	0.009	748
18	18	0.011	748
19	19	0.011	748
20	20	0.013	748
21	21	0.013	748
22	22	0.013	748
23	23	0.013	748
24	24	0.014	748
25	25	0.015	748
26	26	0.017	748
27	27	0.017	748
28	28	0.017	748
29	29	0.017	791
30	30	0.018	791
31	31	0.018	791
32	32	0.022	826
33	33	0.023	904
34	34	0.023	904
35	35	0.023	904
36	36	0.023	904
37	37	0.024	904
38	38	0.024	904
39	39	0.026	904
40	40	0.026	904
41	41	0.026	904
42	42	0.026	904
43	43	0.028	904
44	44	0.028	904
45	45	0.028	945
46	46	0.028	945
47	47	0.029	960
48	48	0.031	960
49	49	0.032	960
50	50	0.032	960
51	51	0.032	960
52	52	0.033	960
53	53	0.033	960
54	54	0.034	960
55	55	0.034	960
56	56	0.035	960
57	57	0.035	960
58	58	0.036	960
59	59	0.037	960
60	60	0.037	960
61	61	0.038	960
62	62	0.038	960
63	63	0.039	960
64	64	0.039	960
65	65	0.04	960
66	66	0.04	960
67	67	0.042	960
68	68	0.043	960
69	69	0.043	960
70	70	0.044	960
71	71	0.044	960
72	72	0.044	960
73	73	0.045	960
74	74	0.045	960
75	75	0.046	977
76	76	0.046	977
77	77	0.047	977
78	78	0.047	977
79	79	0.048	977
80	80	0.048	977
81	81	0.049	977
82	82	0.049	977
83	83	0.05	977
84	84	0.05	977
85	85	0.051	977
86	86	0.051	977
87	87	0.052	977
88	88	0.052	977
89	89	0.053	977
90	90	0.053	977
91	91	0.053	977
92	92	0.055	977
93	93	0.055	977
94	94	0.056	977
95	95	0.056	977
96	96	0.057	977
97	97	0.057	977
98	98	0.057	977
99	99	0.059	977
100	100	0.059	977
101	101	0.059	977
102	102	0.059	977
103	103	0.06	977
104	104	0.06	977
105	105	0.061	977
106	106	0.061	977
107	107	0.063	977
108	108	0.063	1007
109	109	0.064	1007
110	110	0.065	1016
111	111	0.065	1016
112	112	0.066	1016
113	113	0.066	1016
114	114	0.066	1016
115	115	0.066	1016
116	116	0.067	1016
117	117	0.067	1016
118	118	0.068	1016
119	119	0.068	1016
120	120	0.069	1016
121	121	0.069	1016
122	122	0.07	1016
123	123	0.07	1016
124	124	0.071	1016
125	125	0.071	1016
126	126	0.073	1016
127	127	0.073	1016
128	128	0.073	1016
129	129	0.073	1016
130	130	0.074	1016
131	131	0.074	1016
132	132	0.076	1016
133	133	0.076	1016
134	134	0.077	1016
135	135	0.077	1016
136	136	0.077	1016
137	137	0.077	1016
138	138	0.078	1016
139	139	0.078	1016
140	140	0.08	1016
141	141	0.08	1016
142	142	0.08	1016
143	143	0.08	1016
144	144	0.081	1016
145	145	0.081	1016
146	146	0.082	1016
147	147	0.082	1016
148	148	0.083	1016
149	149	0.083	1016
150	150	0.085	1016
151	151	0.086	1016
152	152	0.086	1016
153	153	0.087	1016
154	154	0.087	1016
155	155	0.087	1016
156	156	0.087	1016
157	157	0.088	1016
158	158	0.088	1016
159	159	0.089	1016
160	160	0.089	1016
161	161	0.09	1026
162	162	0.09	1026
163	163	0.092	1026
164	164	0.092	1026
165	165	0.093	1026
166	166	0.093	1026
167	167	0.093	1026
168	168	0.093	1026
169	169	0.094	1026
170	170	0.094	1026
171	171	0.095	1026
172	172	0.095	1026
173	173	0.096	1026
174	174	0.097	1026
175	175	0.097	1026
176	176	0.098	1026
177	177	0.098	1026
178	178	0.1	1026
179	179	0.1	1026
180	180	0.1	1026
181	181	0.1	1026
182	182	0.101	1026
183	183	0.101	1026
184	184	0.102	1026
185	185	0.102	1026
186	186	0.103	1026
187	187	0.103	1026
188	188	0.104	1026
189	189	0.104	1026
190	190	0.106	1026
191	191	0.107	1026
192	192	0.107	1026
193	193	0.107	1026
194	194	0.107	1026
195	195	0.109	1026
196	196	0.109	1026
197	197	0.109	1026
198	198	0.109	1026
199	199	0.111	1026
200	200	0.111	1026
201	201	0.111	1026
202	202	0.112	1026
203	203	0.112	1026
204	204	0.113	1026
205	205	0.113	1026
206	206	0.114	1026
207	207	0.114	1026
208	208	0.115	1026
209	209	0.115	1026
210	210	0.116	1026
211	211	0.116	1026
212	212	0.117	1026
213	213	0.117	1026
214	214	0.118	1026
215	215	0.118	1026
216	216	0.119	1026
217	217	0.119	1026
218	218	0.119	1026
219	219	0.121	1026
220	220	0.121	1026
221	221	0.122	1026
222	222	0.122	1026
223	223	0.123	1026
224	224	0.123	1026
225	225	0.123	1026
226	226	0.124	1026
227	227	0.124	1026
228	228	0.125	1026
229	229	0.125	1026
230	230	0.126	1026
231	231	0.126	1026
232	232	0.127	1026
233	233	0.127	1026
234	234	0.127	1026
235	235	0.129	1026
236	236	0.129	1026
237	237	0.129	1026
238	238	0.13	1026
239	239	0.13	1026
240	240	0.131	1026
241	241	0.131	1026
242	242	0.132	1026
243	243	0.132	1026
244	244	0.132	1026
245	245	0.133	1026
246	246	0.133	1026
247	247	0.134	1026
248	248	0.134	1026
249	249	0.135	1026
250	250	0.135	1026
251	251	0.136	1026
252	252	0.136	1026
253	253	0.137	1026
254	254	0.137	1026
255	255	0.138	1026
256	256	0.138	1026
257	257	0.14	1026
258	258	0.14	1026
259	259	0.14	1026
260	260	0.14	1026
261	261	0.141	1026
262	262	0.141	1026
263	263	0.143	1026
264	264	0.143	1026
265	265	0.144	1026
266	266	0.144	1026
267	267	0.144	1026
268	268	0.144	1026
269	269	0.146	1026
270	270	0.146	1026
271	271	0.146	1026
272	272	0.147	1026
273	273	0.147	1026
274	274	0.149	1026
275	275	0.149	1026
276	276	0.15	1026
277	277	0.15	1026
278	278	0.15	1026
279	279	0.15	1026
280	280	0.151	1026
281	281	0.151	1026
282	282	0.152	1026
283	283	0.152	1026
284	284	0.153	1026
285	285	0.153	1026
286	286	0.154	1026
287	287	0.154	1026
288	288	0.155	1026
289	289	0.155	1026
290	290	0.156	1026
291	291	0.156	1026
292	292	0.157	1026
293	293	0.157	1026
294	294	0.158	1026
295	295	0.158	1026
296	296	0.16	1026
297	297	0.161	1026
298	298	0.161	1026
299	299	0.162	1026
300	300	0.162	1026
301	301	0.163	1026
302	302	0.163	1026
303	303	0.163	1026
304	304	0.163	1026
305	305	0.164	1026
306	306	0.164	1026
307	307	0.164	1026
308	308	0.166	1026
309	309	0.166	1026
310	310	0.166	1026
311	311	0.166	1026
312	312	0.167	1026
313	313	0.167	1026
314	314	0.168	1026
315	315	0.168	1026
316	316	0.169	1026
317	317	0.169	1026
318	318	0.17	1026
319	319	0.17	1026
320	320	0.172	1026
321	321	0.172	1026
322	322	0.172	1026
323	323	0.173	1026
324	324	0.173	1026
325	325	0.173	1026
326	326	0.175	1026
327	327	0.176	1026
328	328	0.176	1026
329	329	0.176	1026
330	330	0.176	1026
331	331	0.176	1026
332	332	0.177	1026
333	333	0.177	1026
334	334	0.178	1026
335	335	0.178	1026
336	336	0.179	1026
337	337	0.179	1026
338	338	0.181	1026
339	339	0.181	1026
340	340	0.182	1026
341	341	0.182	1026
342	342	0.182	1026
343	343	0.182	1026
344	344	0.183	1026
345	345	0.183	1026
346	346	0.184	1026
347	347	0.184	1026
348	348	0.185	1026
349	349	0.185	1026
350	350	0.186	1026
351	351	0.186	1026
352	352	0.187	1026
353	353	0.187	1026
354	354	0.188	1026
355	355	0.188	1026
356	356	0.19	1026
357	357	0.19	1026
358	358	0.19	1026
359	359	0.19	1026
