iteration	evaluations	runtime[s]	MAX_Aislamiento[MAX]
1	25	0.001	1017
2	50	0.002	1108
3	75	0.003	1108
4	100	0.003	1108
5	125	0.004	1108
6	150	0.006	1131
7	175	0.008	1131
8	200	0.01	1131
9	225	0.011	1131
10	250	0.013	1131
11	275	0.014	1131
12	300	0.016	1131
13	325	0.017	1131
14	350	0.019	1131
15	375	0.021	1131
16	400	0.022	1136
17	425	0.024	1136
18	450	0.025	1136
19	475	0.027	1136
20	500	0.029	1136
21	525	0.03	1136
22	550	0.032	1136
23	575	0.033	1136
24	600	0.035	1136
25	625	0.036	1136
26	650	0.038	1136
27	675	0.039	1136
28	700	0.041	1202
29	725	0.042	1202
30	750	0.044	1202
31	775	0.045	1202
32	800	0.047	1202
33	825	0.048	1237
34	850	0.05	1237
35	875	0.051	1237
36	900	0.053	1237
37	925	0.054	1237
38	950	0.056	1237
39	975	0.058	1237
40	1000	0.059	1237
41	1025	0.061	1237
42	1050	0.062	1237
43	1075	0.064	1237
44	1100	0.065	1237
45	1125	0.067	1237
46	1150	0.069	1237
47	1175	0.07	1237
48	1200	0.072	1237
49	1225	0.074	1237
50	1250	0.075	1237
51	1275	0.077	1237
52	1300	0.078	1237
53	1325	0.08	1237
54	1350	0.082	1237
55	1375	0.083	1237
56	1400	0.085	1237
57	1425	0.087	1237
58	1450	0.088	1237
59	1475	0.09	1237
60	1500	0.091	1237
61	1525	0.093	1237
62	1550	0.095	1237
63	1575	0.096	1237
64	1600	0.098	1237
65	1625	0.099	1237
66	1650	0.101	1237
67	1675	0.102	1237
68	1700	0.104	1237
69	1725	0.106	1237
70	1750	0.107	1249
71	1775	0.109	1249
72	1800	0.111	1251
73	1825	0.112	1251
74	1850	0.114	1281
75	1875	0.116	1281
76	1900	0.117	1281
77	1925	0.119	1281
78	1950	0.12	1281
79	1975	0.122	1281
80	2000	0.124	1281
81	2025	0.125	1281
82	2050	0.127	1281
83	2075	0.129	1281
84	2100	0.13	1281
85	2125	0.132	1281
86	2150	0.133	1289
87	2175	0.135	1289
88	2200	0.136	1289
89	2225	0.138	1289
90	2250	0.139	1289
91	2275	0.141	1307
92	2300	0.143	1307
93	2325	0.144	1307
94	2350	0.146	1307
95	2375	0.147	1307
96	2400	0.149	1307
97	2425	0.15	1307
98	2450	0.152	1307
99	2475	0.154	1307
100	2500	0.155	1307
101	2525	0.157	1307
102	2550	0.158	1307
103	2575	0.16	1307
104	2600	0.161	1307
105	2625	0.163	1307
106	2650	0.165	1307
107	2675	0.166	1307
108	2700	0.168	1307
109	2725	0.17	1307
110	2750	0.171	1307
111	2775	0.173	1307
112	2800	0.174	1307
113	2825	0.176	1307
114	2850	0.177	1311
115	2875	0.179	1311
116	2900	0.181	1311
117	2925	0.182	1311
118	2950	0.184	1311
119	2975	0.185	1311
120	3000	0.187	1313
121	3025	0.188	1313
122	3050	0.19	1313
123	3075	0.192	1313
124	3100	0.193	1313
125	3125	0.195	1313
126	3150	0.196	1313
127	3175	0.198	1313
128	3200	0.199	1313
129	3225	0.201	1313
130	3250	0.203	1313
131	3275	0.204	1313
132	3300	0.206	1313
133	3325	0.207	1313
134	3350	0.209	1313
135	3375	0.211	1313
136	3400	0.212	1313
137	3425	0.214	1313
138	3450	0.215	1324
139	3475	0.217	1324
140	3500	0.219	1324
141	3525	0.22	1324
142	3550	0.222	1324
143	3575	0.227	1324
144	3600	0.229	1324
145	3625	0.23	1324
146	3650	0.232	1324
147	3675	0.233	1324
148	3700	0.235	1324
149	3725	0.236	1324
150	3750	0.238	1324
151	3775	0.239	1347
152	3800	0.241	1347
153	3825	0.242	1347
154	3850	0.244	1347
155	3875	0.246	1347
156	3900	0.247	1347
157	3925	0.249	1347
158	3950	0.25	1347
159	3975	0.252	1347
160	4000	0.253	1347
161	4025	0.254	1347
162	4050	0.256	1347
163	4075	0.257	1347
164	4100	0.259	1347
165	4125	0.26	1350
166	4150	0.262	1350
167	4175	0.263	1350
168	4200	0.264	1350
169	4225	0.266	1350
170	4250	0.267	1350
171	4275	0.268	1350
172	4300	0.27	1350
173	4325	0.271	1350
174	4350	0.273	1350
175	4375	0.274	1350
176	4400	0.275	1365
177	4425	0.277	1365
178	4450	0.28	1365
179	4475	0.281	1365
180	4500	0.283	1365
181	4525	0.284	1365
182	4550	0.286	1365
183	4575	0.287	1365
184	4600	0.289	1378
185	4625	0.29	1378
186	4650	0.292	1378
187	4675	0.293	1378
188	4700	0.295	1378
189	4725	0.297	1378
190	4750	0.298	1378
191	4775	0.3	1379
192	4800	0.302	1383
193	4825	0.303	1383
194	4850	0.305	1383
195	4875	0.307	1383
196	4900	0.308	1383
197	4925	0.31	1383
198	4950	0.311	1383
199	4975	0.313	1383
200	5000	0.314	1383
201	5025	0.316	1383
202	5050	0.317	1391
203	5075	0.319	1391
204	5100	0.32	1391
205	5125	0.322	1391
206	5150	0.324	1391
207	5175	0.325	1406
208	5200	0.327	1406
