iteration	evaluations	runtime[s]	MAX_Aislamiento[MAX]
1	25	0.005	417
2	50	0.006	424
3	75	0.008	424
4	100	0.01	487
5	125	0.014	487
6	150	0.017	487
7	175	0.022	487
8	200	0.032	487
9	225	0.036	487
10	250	0.039	487
11	275	0.043	513
12	300	0.047	513
13	325	0.05	527
14	350	0.054	527
15	375	0.058	527
16	400	0.062	527
17	425	0.066	527
18	450	0.07	527
19	475	0.077	527
20	500	0.081	527
21	525	0.085	533
22	550	0.088	533
23	575	0.092	533
24	600	0.095	533
25	625	0.099	533
26	650	0.103	533
27	675	0.106	533
28	700	0.109	533
29	725	0.113	533
30	750	0.116	533
31	775	0.121	560
32	800	0.126	560
33	825	0.13	560
34	850	0.134	560
35	875	0.138	594
36	900	0.142	594
37	925	0.145	594
38	950	0.149	594
39	975	0.153	594
40	1000	0.157	594
41	1025	0.161	594
42	1050	0.164	594
43	1075	0.168	594
44	1100	0.171	594
45	1125	0.175	594
46	1150	0.179	594
47	1175	0.183	594
48	1200	0.188	594
49	1225	0.192	594
50	1250	0.195	594
51	1275	0.198	594
52	1300	0.202	594
53	1325	0.205	594
54	1350	0.209	594
55	1375	0.215	594
56	1400	0.218	594
57	1425	0.222	594
58	1450	0.225	594
59	1475	0.228	594
60	1500	0.231	594
61	1525	0.235	594
62	1550	0.238	602
63	1575	0.241	602
64	1600	0.245	602
65	1625	0.248	602
66	1650	0.252	602
67	1675	0.255	602
68	1700	0.259	602
69	1725	0.262	602
70	1750	0.265	602
71	1775	0.268	602
72	1800	0.272	602
73	1825	0.276	602
74	1850	0.279	602
75	1875	0.284	602
76	1900	0.287	602
77	1925	0.301	602
78	1950	0.304	602
79	1975	0.307	602
80	2000	0.311	602
81	2025	0.331	602
82	2050	0.335	602
83	2075	0.339	602
84	2100	0.343	617
85	2125	0.348	617
86	2150	0.352	617
87	2175	0.355	617
88	2200	0.357	617
89	2225	0.36	617
90	2250	0.363	617
91	2275	0.366	617
92	2300	0.369	617
93	2325	0.372	617
94	2350	0.376	617
95	2375	0.381	617
96	2400	0.385	617
97	2425	0.388	617
98	2450	0.391	617
99	2475	0.395	617
100	2500	0.398	617
101	2525	0.401	617
102	2550	0.404	617
103	2575	0.408	617
104	2600	0.411	617
105	2625	0.414	617
106	2650	0.417	617
107	2675	0.42	617
108	2700	0.423	617
109	2725	0.426	617
110	2750	0.429	617
111	2775	0.431	617
112	2800	0.434	617
113	2825	0.437	617
114	2850	0.442	617
115	2875	0.445	617
116	2900	0.448	617
117	2925	0.451	617
118	2950	0.453	617
119	2975	0.456	617
120	3000	0.459	617
121	3025	0.462	617
122	3050	0.465	617
123	3075	0.467	617
124	3100	0.472	617
125	3125	0.476	617
126	3150	0.478	617
127	3175	0.481	617
128	3200	0.485	617
129	3225	0.489	617
130	3250	0.492	617
131	3275	0.495	617
132	3300	0.498	617
133	3325	0.501	617
134	3350	0.505	617
135	3375	0.508	617
136	3400	0.511	617
137	3425	0.514	617
138	3450	0.517	617
139	3475	0.52	617
140	3500	0.522	617
141	3525	0.525	617
142	3550	0.528	617
143	3575	0.53	617
144	3600	0.534	617
145	3625	0.536	617
146	3650	0.54	617
147	3675	0.543	617
148	3700	0.545	617
149	3725	0.548	617
150	3750	0.55	617
151	3775	0.553	617
152	3800	0.556	617
153	3825	0.56	617
154	3850	0.562	617
155	3875	0.565	617
156	3900	0.568	617
157	3925	0.57	617
158	3950	0.573	617
159	3975	0.575	617
160	4000	0.577	617
161	4025	0.579	617
162	4050	0.581	617
163	4075	0.583	617
164	4100	0.587	617
165	4125	0.589	617
166	4150	0.591	617
167	4175	0.593	617
168	4200	0.596	617
169	4225	0.599	617
170	4250	0.601	617
171	4275	0.603	617
172	4300	0.605	617
173	4325	0.607	617
174	4350	0.609	617
175	4375	0.611	617
176	4400	0.613	617
177	4425	0.615	617
178	4450	0.617	617
179	4475	0.62	617
180	4500	0.622	617
181	4525	0.624	617
182	4550	0.627	617
183	4575	0.63	617
184	4600	0.632	617
185	4625	0.635	617
186	4650	0.637	617
187	4675	0.641	617
188	4700	0.643	617
189	4725	0.646	617
190	4750	0.648	617
191	4775	0.65	617
192	4800	0.653	617
193	4825	0.655	617
194	4850	0.658	625
195	4875	0.661	625
196	4900	0.664	625
197	4925	0.666	625
198	4950	0.669	625
199	4975	0.672	625
200	5000	0.675	625
201	5025	0.678	625
202	5050	0.681	625
203	5075	0.684	625
204	5100	0.686	625
205	5125	0.692	625
206	5150	0.694	625
207	5175	0.697	625
208	5200	0.699	625
209	5225	0.701	625
210	5250	0.704	625
211	5275	0.706	625
212	5300	0.708	625
213	5325	0.71	625
214	5350	0.713	625
215	5375	0.715	625
216	5400	0.717	625
217	5425	0.722	625
218	5450	0.725	625
219	5475	0.728	625
220	5500	0.73	625
221	5525	0.735	625
222	5550	0.738	625
223	5575	0.741	625
224	5600	0.745	625
225	5625	0.748	625
226	5650	0.751	625
227	5675	0.757	625
228	5700	0.76	625
229	5725	0.764	625
230	5750	0.767	625
231	5775	0.77	625
232	5800	0.773	625
233	5825	0.777	625
234	5850	0.78	625
235	5875	0.782	625
236	5900	0.785	625
237	5925	0.789	625
238	5950	0.791	625
239	5975	0.793	625
240	6000	0.797	625
241	6025	0.799	625
242	6050	0.801	625
243	6075	0.804	625
244	6100	0.807	625
245	6125	0.81	625
246	6150	0.813	625
247	6175	0.817	625
248	6200	0.82	625
249	6225	0.823	625
250	6250	0.826	625
251	6275	0.83	625
252	6300	0.834	625
253	6325	0.841	625
254	6350	0.844	625
255	6375	0.849	625
256	6400	0.853	625
257	6425	0.857	625
258	6450	0.859	625
259	6475	0.863	625
260	6500	0.866	625
261	6525	0.87	625
262	6550	0.872	625
263	6575	0.908	625
264	6600	0.91	625
265	6625	0.912	625
266	6650	0.914	625
267	6675	0.916	625
268	6700	0.918	625
269	6725	0.92	625
270	6750	0.923	625
271	6775	0.925	625
272	6800	0.928	625
273	6825	0.937	625
274	6850	0.939	625
275	6875	0.941	634
276	6900	0.943	634
277	6925	0.945	634
278	6950	0.948	634
279	6975	0.95	634
280	7000	0.952	634
281	7025	0.954	634
282	7050	0.956	634
283	7075	0.958	634
284	7100	0.96	634
285	7125	0.962	634
286	7150	0.963	634
287	7175	0.965	634
288	7200	0.968	634
289	7225	0.97	634
290	7250	0.974	634
291	7275	0.977	634
292	7300	0.979	634
293	7325	0.981	634
294	7350	0.983	634
295	7375	0.985	634
296	7400	0.987	634
297	7425	0.99	634
298	7450	0.992	634
299	7475	0.993	634
300	7500	0.996	634
301	7525	0.998	634
302	7550	1.001	634
303	7575	1.003	634
304	7600	1.006	634
305	7625	1.008	634
306	7650	1.011	634
307	7675	1.014	634
308	7700	1.017	634
309	7725	1.019	634
310	7750	1.021	634
311	7775	1.024	634
312	7800	1.026	634
313	7825	1.028	634
314	7850	1.031	634
315	7875	1.034	634
316	7900	1.036	634
317	7925	1.039	634
318	7950	1.041	634
319	7975	1.043	634
320	8000	1.046	634
321	8025	1.049	634
322	8050	1.051	634
323	8075	1.053	634
324	8100	1.056	634
325	8125	1.058	634
326	8150	1.059	634
327	8175	1.061	634
328	8200	1.063	634
329	8225	1.065	634
330	8250	1.067	634
331	8275	1.069	634
332	8300	1.071	634
333	8325	1.073	634
334	8350	1.075	634
335	8375	1.077	634
336	8400	1.08	634
337	8425	1.082	634
338	8450	1.083	634
339	8475	1.085	634
340	8500	1.087	634
341	8525	1.089	634
342	8550	1.09	634
343	8575	1.093	634
344	8600	1.095	634
345	8625	1.097	634
346	8650	1.099	634
347	8675	1.101	634
348	8700	1.103	636
349	8725	1.105	636
350	8750	1.107	636
351	8775	1.109	636
352	8800	1.111	636
353	8825	1.113	636
354	8850	1.115	636
355	8875	1.117	636
356	8900	1.119	636
357	8925	1.121	636
358	8950	1.123	636
359	8975	1.126	636
360	9000	1.128	636
361	9025	1.13	636
362	9050	1.132	636
363	9075	1.134	636
364	9100	1.136	636
365	9125	1.138	636
366	9150	1.14	636
367	9175	1.141	636
368	9200	1.143	636
369	9225	1.146	636
370	9250	1.148	636
371	9275	1.15	636
372	9300	1.152	636
373	9325	1.155	636
374	9350	1.158	636
375	9375	1.16	636
376	9400	1.162	636
377	9425	1.164	636
378	9450	1.166	636
379	9475	1.169	636
380	9500	1.171	636
381	9525	1.173	636
382	9550	1.175	636
383	9575	1.177	636
384	9600	1.179	636
385	9625	1.181	636
386	9650	1.183	636
387	9675	1.185	636
388	9700	1.187	636
389	9725	1.19	636
390	9750	1.193	636
391	9775	1.196	636
392	9800	1.199	636
393	9825	1.201	636
394	9850	1.203	636
395	9875	1.206	636
396	9900	1.208	636
397	9925	1.211	636
398	9950	1.213	636
399	9975	1.216	636
400	10000	1.218	636
401	10025	1.221	636
402	10050	1.224	636
403	10075	1.226	636
404	10100	1.229	636
405	10125	1.232	636
406	10150	1.235	636
407	10175	1.237	636
408	10200	1.239	636
409	10225	1.241	636
410	10250	1.243	636
411	10275	1.246	636
412	10300	1.248	636
413	10325	1.25	636
414	10350	1.252	636
415	10375	1.255	636
416	10400	1.257	636
417	10425	1.26	636
418	10450	1.262	636
419	10475	1.265	636
420	10500	1.267	636
421	10525	1.27	636
422	10550	1.272	636
423	10575	1.274	636
424	10600	1.276	636
425	10625	1.278	636
426	10650	1.28	636
427	10675	1.282	636
428	10700	1.284	636
429	10725	1.286	636
430	10750	1.288	636
431	10775	1.29	636
432	10800	1.292	636
433	10825	1.294	636
434	10850	1.296	636
435	10875	1.297	636
436	10900	1.3	636
437	10925	1.302	636
438	10950	1.304	636
439	10975	1.306	636
440	11000	1.308	636
441	11025	1.31	636
442	11050	1.312	636
443	11075	1.314	636
444	11100	1.316	636
445	11125	1.318	636
446	11150	1.32	636
447	11175	1.322	636
448	11200	1.324	636
449	11225	1.326	636
450	11250	1.328	636
451	11275	1.33	636
452	11300	1.332	636
453	11325	1.334	636
454	11350	1.336	636
455	11375	1.338	636
456	11400	1.339	636
457	11425	1.341	636
458	11450	1.343	636
459	11475	1.345	636
460	11500	1.346	636
461	11525	1.348	636
462	11550	1.35	636
463	11575	1.352	636
464	11600	1.354	636
465	11625	1.356	636
466	11650	1.358	636
467	11675	1.36	636
468	11700	1.362	636
469	11725	1.364	636
470	11750	1.366	636
471	11775	1.368	636
472	11800	1.371	636
473	11825	1.372	636
474	11850	1.375	636
475	11875	1.377	636
476	11900	1.379	636
477	11925	1.381	636
478	11950	1.384	636
479	11975	1.386	636
480	12000	1.387	636
481	12025	1.389	636
482	12050	1.391	636
483	12075	1.393	636
484	12100	1.395	636
485	12125	1.397	636
486	12150	1.399	636
487	12175	1.401	636
488	12200	1.402	636
489	12225	1.404	636
490	12250	1.406	636
491	12275	1.408	636
492	12300	1.41	636
493	12325	1.412	636
494	12350	1.414	636
495	12375	1.416	636
496	12400	1.419	636
497	12425	1.421	636
498	12450	1.423	636
499	12475	1.424	636
500	12500	1.426	636
501	12525	1.428	636
502	12550	1.43	636
503	12575	1.432	636
504	12600	1.434	636
505	12625	1.436	636
506	12650	1.439	636
507	12675	1.441	636
508	12700	1.443	636
509	12725	1.445	636
510	12750	1.447	636
511	12775	1.449	636
512	12800	1.451	636
513	12825	1.454	636
514	12850	1.456	636
515	12875	1.457	636
516	12900	1.459	636
517	12925	1.461	636
518	12950	1.463	636
519	12975	1.465	636
520	13000	1.467	636
521	13025	1.469	636
522	13050	1.471	636
523	13075	1.475	636
524	13100	1.478	636
525	13125	1.48	636
526	13150	1.482	636
527	13175	1.484	636
528	13200	1.486	636
529	13225	1.488	636
530	13250	1.489	636
531	13275	1.491	636
532	13300	1.493	636
533	13325	1.496	636
534	13350	1.498	636
535	13375	1.499	636
536	13400	1.501	636
537	13425	1.503	636
538	13450	1.505	636
539	13475	1.508	636
540	13500	1.51	636
541	13525	1.512	636
542	13550	1.514	636
543	13575	1.516	636
544	13600	1.518	636
545	13625	1.52	636
546	13650	1.522	636
547	13675	1.523	636
548	13700	1.525	636
549	13725	1.527	636
550	13750	1.529	636
551	13775	1.531	636
552	13800	1.532	636
553	13825	1.534	636
554	13850	1.536	636
555	13875	1.538	636
556	13900	1.54	636
557	13925	1.542	636
558	13950	1.544	636
559	13975	1.546	636
560	14000	1.547	636
561	14025	1.549	636
562	14050	1.551	636
563	14075	1.553	636
564	14100	1.555	636
565	14125	1.556	636
566	14150	1.559	636
567	14175	1.561	636
568	14200	1.563	636
569	14225	1.565	636
570	14250	1.567	636
571	14275	1.569	636
572	14300	1.571	636
573	14325	1.572	636
574	14350	1.574	636
575	14375	1.577	636
576	14400	1.579	636
577	14425	1.581	636
578	14450	1.583	636
579	14475	1.585	636
580	14500	1.587	636
581	14525	1.589	636
582	14550	1.591	636
583	14575	1.598	636
584	14600	1.6	636
585	14625	1.602	636
586	14650	1.604	636
587	14675	1.606	636
588	14700	1.607	636
589	14725	1.61	636
590	14750	1.611	636
591	14775	1.613	636
592	14800	1.615	636
593	14825	1.617	636
594	14850	1.62	636
595	14875	1.622	636
596	14900	1.624	636
597	14925	1.626	636
598	14950	1.628	636
599	14975	1.63	636
600	15000	1.632	636
601	15025	1.634	636
602	15050	1.636	636
603	15075	1.639	636
604	15100	1.641	636
605	15125	1.643	636
606	15150	1.645	636
607	15175	1.647	636
608	15200	1.649	636
609	15225	1.651	636
610	15250	1.652	636
611	15275	1.654	636
612	15300	1.656	636
613	15325	1.658	636
614	15350	1.66	636
615	15375	1.662	636
616	15400	1.664	636
617	15425	1.666	636
618	15450	1.668	636
619	15475	1.67	636
620	15500	1.671	636
621	15525	1.673	636
622	15550	1.675	636
623	15575	1.677	636
624	15600	1.679	636
625	15625	1.681	636
626	15650	1.683	636
627	15675	1.686	636
628	15700	1.688	636
629	15725	1.69	636
630	15750	1.691	636
631	15775	1.693	636
632	15800	1.695	636
633	15825	1.697	636
634	15850	1.699	636
635	15875	1.701	636
636	15900	1.703	636
637	15925	1.705	636
638	15950	1.707	636
639	15975	1.709	636
640	16000	1.711	636
641	16025	1.712	636
642	16050	1.714	636
643	16075	1.716	636
644	16100	1.718	636
645	16125	1.721	636
646	16150	1.723	636
