iteration	evaluations	runtime[s]	MAX_Aislamiento[MAX]
1	25	0.001	483
2	50	0.003	483
3	75	0.004	484
4	100	0.005	484
5	125	0.012	484
6	150	0.017	484
7	175	0.02	484
8	200	0.024	495
9	225	0.027	495
10	250	0.04	497
11	275	0.045	497
12	300	0.049	497
13	325	0.052	512
14	350	0.056	512
15	375	0.059	512
16	400	0.064	512
17	425	0.067	512
18	450	0.07	532
19	475	0.074	541
20	500	0.077	541
21	525	0.08	541
22	550	0.083	541
23	575	0.086	541
24	600	0.09	541
25	625	0.093	541
26	650	0.097	541
27	675	0.1	545
28	700	0.103	545
29	725	0.107	582
30	750	0.111	582
31	775	0.114	582
32	800	0.119	582
33	825	0.122	582
34	850	0.126	582
35	875	0.129	582
36	900	0.132	582
37	925	0.136	582
38	950	0.139	582
39	975	0.142	582
40	1000	0.145	582
41	1025	0.149	582
42	1050	0.152	582
43	1075	0.155	582
44	1100	0.158	582
45	1125	0.161	582
46	1150	0.165	582
47	1175	0.168	582
48	1200	0.171	582
49	1225	0.175	595
50	1250	0.179	595
51	1275	0.182	595
52	1300	0.186	595
53	1325	0.19	595
54	1350	0.193	595
55	1375	0.196	595
56	1400	0.2	595
57	1425	0.203	614
58	1450	0.206	614
59	1475	0.21	614
60	1500	0.213	614
61	1525	0.217	614
62	1550	0.221	614
63	1575	0.225	614
64	1600	0.228	614
65	1625	0.232	614
66	1650	0.235	614
67	1675	0.238	614
68	1700	0.242	614
69	1725	0.245	614
70	1750	0.248	614
71	1775	0.251	614
72	1800	0.258	614
73	1825	0.262	614
74	1850	0.265	614
75	1875	0.269	618
76	1900	0.273	636
77	1925	0.276	636
78	1950	0.279	636
79	1975	0.281	636
80	2000	0.285	636
81	2025	0.288	636
82	2050	0.291	636
83	2075	0.294	636
84	2100	0.297	636
85	2125	0.3	636
86	2150	0.303	636
87	2175	0.305	636
88	2200	0.309	636
89	2225	0.312	636
90	2250	0.315	636
91	2275	0.318	636
92	2300	0.321	636
93	2325	0.324	636
94	2350	0.327	636
95	2375	0.33	636
96	2400	0.333	636
97	2425	0.336	636
98	2450	0.339	636
99	2475	0.342	636
100	2500	0.345	636
101	2525	0.348	636
102	2550	0.351	636
103	2575	0.353	636
104	2600	0.357	636
105	2625	0.359	636
106	2650	0.362	636
107	2675	0.366	636
108	2700	0.369	636
109	2725	0.372	636
110	2750	0.375	636
111	2775	0.378	636
112	2800	0.38	636
113	2825	0.382	636
114	2850	0.385	636
115	2875	0.388	636
116	2900	0.39	636
117	2925	0.393	636
118	2950	0.396	636
119	2975	0.399	636
120	3000	0.402	636
121	3025	0.405	636
122	3050	0.407	636
123	3075	0.41	636
124	3100	0.413	636
125	3125	0.416	636
126	3150	0.419	636
127	3175	0.422	636
128	3200	0.424	636
129	3225	0.427	636
130	3250	0.43	636
131	3275	0.432	636
132	3300	0.436	636
133	3325	0.438	636
134	3350	0.441	636
135	3375	0.444	636
136	3400	0.446	636
137	3425	0.448	636
138	3450	0.451	636
139	3475	0.453	636
140	3500	0.456	636
141	3525	0.459	636
142	3550	0.461	636
143	3575	0.464	636
144	3600	0.466	636
145	3625	0.468	636
146	3650	0.47	636
147	3675	0.472	636
148	3700	0.474	636
149	3725	0.476	636
150	3750	0.479	636
151	3775	0.481	636
152	3800	0.483	636
153	3825	0.485	636
154	3850	0.487	636
155	3875	0.49	636
156	3900	0.492	636
157	3925	0.494	636
158	3950	0.496	636
159	3975	0.498	636
160	4000	0.5	636
161	4025	0.502	636
162	4050	0.504	636
163	4075	0.507	636
164	4100	0.509	636
165	4125	0.511	636
166	4150	0.513	636
167	4175	0.515	636
168	4200	0.518	636
169	4225	0.52	636
170	4250	0.522	636
171	4275	0.524	636
172	4300	0.526	636
173	4325	0.528	636
174	4350	0.53	636
175	4375	0.532	636
176	4400	0.534	636
177	4425	0.536	636
178	4450	0.539	636
179	4475	0.541	636
180	4500	0.543	636
181	4525	0.546	636
182	4550	0.548	636
183	4575	0.55	636
184	4600	0.553	636
185	4625	0.555	636
186	4650	0.557	636
187	4675	0.56	636
188	4700	0.562	636
189	4725	0.564	636
190	4750	0.566	636
191	4775	0.568	636
192	4800	0.569	636
193	4825	0.571	636
194	4850	0.573	636
195	4875	0.575	636
196	4900	0.577	636
197	4925	0.579	636
198	4950	0.581	636
199	4975	0.583	636
200	5000	0.585	636
201	5025	0.587	636
202	5050	0.589	636
203	5075	0.591	636
204	5100	0.592	636
205	5125	0.594	636
206	5150	0.596	636
207	5175	0.598	636
208	5200	0.6	636
209	5225	0.601	636
210	5250	0.603	636
211	5275	0.605	636
212	5300	0.607	636
213	5325	0.609	636
214	5350	0.611	636
215	5375	0.613	636
216	5400	0.615	636
217	5425	0.617	636
