iteration	evaluations	runtime[s]	MAX_Aislamiento[MAX]
1	25	0.001	437
2	50	0.003	461
3	75	0.004	514
4	100	0.006	514
5	125	0.008	514
6	150	0.021	514
7	175	0.025	514
8	200	0.036	514
9	225	0.04	523
10	250	0.044	523
11	275	0.049	523
12	300	0.057	523
13	325	0.063	532
14	350	0.068	532
15	375	0.075	532
16	400	0.107	532
17	425	0.112	532
18	450	0.129	532
19	475	0.135	532
20	500	0.139	532
21	525	0.144	532
22	550	0.149	532
23	575	0.154	555
24	600	0.158	555
25	625	0.163	555
26	650	0.168	555
27	675	0.172	555
28	700	0.187	559
29	725	0.193	559
30	750	0.2	559
31	775	0.205	559
32	800	0.211	559
33	825	0.222	559
34	850	0.228	559
35	875	0.232	559
36	900	0.235	567
37	925	0.242	567
38	950	0.246	574
39	975	0.251	574
40	1000	0.255	574
41	1025	0.258	577
42	1050	0.261	577
43	1075	0.263	577
44	1100	0.267	577
45	1125	0.269	577
46	1150	0.273	577
47	1175	0.275	610
48	1200	0.277	610
49	1225	0.281	610
50	1250	0.286	610
51	1275	0.288	610
52	1300	0.292	610
53	1325	0.299	610
54	1350	0.307	610
55	1375	0.312	610
56	1400	0.316	610
57	1425	0.32	610
58	1450	0.324	610
59	1475	0.326	610
60	1500	0.328	610
61	1525	0.33	610
62	1550	0.333	610
63	1575	0.34	610
64	1600	0.344	610
65	1625	0.346	610
66	1650	0.348	610
67	1675	0.353	610
68	1700	0.357	610
69	1725	0.361	610
70	1750	0.364	610
71	1775	0.366	610
72	1800	0.368	610
73	1825	0.37	610
74	1850	0.373	610
75	1875	0.375	610
76	1900	0.379	610
77	1925	0.383	610
78	1950	0.386	610
79	1975	0.39	610
80	2000	0.394	610
81	2025	0.399	610
82	2050	0.402	610
83	2075	0.406	610
84	2100	0.41	610
85	2125	0.414	610
86	2150	0.417	610
87	2175	0.42	610
88	2200	0.424	610
89	2225	0.427	610
90	2250	0.431	610
91	2275	0.434	610
92	2300	0.438	610
93	2325	0.442	610
94	2350	0.446	610
95	2375	0.466	610
96	2400	0.47	610
97	2425	0.49	610
98	2450	0.495	610
99	2475	0.506	610
100	2500	0.509	626
101	2525	0.513	626
102	2550	0.521	626
103	2575	0.524	626
104	2600	0.528	626
105	2625	0.531	626
106	2650	0.535	626
107	2675	0.538	626
108	2700	0.541	626
109	2725	0.544	626
110	2750	0.549	626
111	2775	0.553	626
112	2800	0.555	626
113	2825	0.56	626
114	2850	0.563	626
115	2875	0.566	626
116	2900	0.569	626
117	2925	0.576	626
118	2950	0.584	626
119	2975	0.588	626
120	3000	0.592	626
121	3025	0.603	626
122	3050	0.614	626
123	3075	0.617	626
124	3100	0.62	626
125	3125	0.623	626
126	3150	0.625	626
127	3175	0.628	626
128	3200	0.631	626
129	3225	0.632	626
130	3250	0.634	626
131	3275	0.637	626
132	3300	0.639	626
133	3325	0.643	626
134	3350	0.646	626
135	3375	0.651	626
136	3400	0.655	626
137	3425	0.662	626
138	3450	0.678	636
139	3475	0.681	636
140	3500	0.683	636
141	3525	0.685	636
142	3550	0.687	636
143	3575	0.689	636
144	3600	0.69	636
145	3625	0.695	636
146	3650	0.697	636
147	3675	0.73	636
148	3700	0.732	636
149	3725	0.736	636
150	3750	0.744	636
151	3775	0.757	636
152	3800	0.76	636
153	3825	0.762	636
154	3850	0.763	636
155	3875	0.766	636
156	3900	0.773	636
157	3925	0.792	636
158	3950	0.795	636
159	3975	0.808	636
160	4000	0.811	636
161	4025	0.814	636
162	4050	0.818	636
163	4075	0.822	636
164	4100	0.824	636
165	4125	0.835	636
166	4150	0.838	636
167	4175	0.866	636
168	4200	0.868	636
169	4225	0.872	636
170	4250	0.874	636
171	4275	0.878	636
172	4300	0.881	636
173	4325	0.883	636
174	4350	0.886	636
175	4375	0.888	636
176	4400	0.891	636
177	4425	0.894	636
178	4450	0.902	636
179	4475	0.906	636
180	4500	0.91	636
181	4525	0.915	636
182	4550	0.919	636
183	4575	0.922	636
184	4600	0.925	636
185	4625	0.935	636
186	4650	0.939	636
187	4675	0.941	636
188	4700	0.942	636
189	4725	0.949	636
190	4750	0.952	636
191	4775	0.955	636
192	4800	0.957	636
193	4825	0.959	636
194	4850	0.962	636
195	4875	0.964	636
196	4900	0.975	636
197	4925	0.98	636
198	4950	0.984	636
199	4975	0.986	636
200	5000	0.988	636
201	5025	0.991	636
202	5050	0.993	636
203	5075	0.995	636
204	5100	0.998	636
205	5125	1.001	636
206	5150	1.003	636
207	5175	1.005	636
208	5200	1.009	636
209	5225	1.013	636
210	5250	1.015	636
211	5275	1.018	636
212	5300	1.021	636
213	5325	1.024	636
214	5350	1.028	636
215	5375	1.033	636
216	5400	1.035	636
217	5425	1.038	636
218	5450	1.042	636
219	5475	1.044	636
220	5500	1.048	636
221	5525	1.05	636
222	5550	1.052	636
223	5575	1.054	636
224	5600	1.056	636
225	5625	1.058	636
226	5650	1.06	636
227	5675	1.063	636
228	5700	1.065	636
229	5725	1.067	636
230	5750	1.072	636
231	5775	1.074	636
232	5800	1.077	636
233	5825	1.079	636
234	5850	1.083	636
235	5875	1.085	636
