iteration	evaluations	runtime[s]	MAX_Aislamiento[MAX]
1	25	0.001	812
2	50	0.003	812
3	75	0.005	812
4	100	0.007	812
5	125	0.016	812
6	150	0.048	812
7	175	0.091	812
8	200	0.114	812
9	225	0.125	812
10	250	0.159	812
11	275	0.171	812
12	300	0.182	812
13	325	0.21	812
14	350	0.225	824
15	375	0.235	824
16	400	0.246	824
17	425	0.257	824
18	450	0.272	853
19	475	0.285	853
20	500	0.298	853
21	525	0.31	853
22	550	0.322	853
23	575	0.336	853
24	600	0.349	853
25	625	0.365	853
26	650	0.381	853
27	675	0.395	853
28	700	0.41	870
29	725	0.433	870
30	750	0.448	870
31	775	0.462	870
32	800	0.489	870
33	825	0.507	870
34	850	0.52	870
35	875	0.533	870
36	900	0.548	894
37	925	0.559	894
38	950	0.573	894
39	975	0.621	894
40	1000	0.663	894
41	1025	0.697	894
42	1050	0.717	894
43	1075	0.727	894
44	1100	0.738	912
45	1125	0.759	912
46	1150	0.775	912
47	1175	0.785	912
48	1200	0.807	922
49	1225	0.823	922
50	1250	0.843	922
51	1275	0.856	922
52	1300	0.876	922
53	1325	0.904	922
54	1350	0.919	922
55	1375	0.936	922
56	1400	0.951	922
57	1425	0.981	922
58	1450	0.997	922
59	1475	1.029	922
60	1500	1.048	934
61	1525	1.059	934
62	1550	1.08	934
63	1575	1.109	934
64	1600	1.125	934
65	1625	1.149	934
66	1650	1.157	934
67	1675	1.172	936
68	1700	1.182	936
69	1725	1.195	936
70	1750	1.2	936
71	1775	1.206	936
72	1800	1.216	936
73	1825	1.233	936
74	1850	1.237	936
75	1875	1.243	936
76	1900	1.254	936
77	1925	1.258	971
78	1950	1.263	971
79	1975	1.269	971
80	2000	1.274	971
81	2025	1.28	971
82	2050	1.286	971
83	2075	1.291	971
84	2100	1.305	971
85	2125	1.318	971
86	2150	1.327	971
87	2175	1.333	971
88	2200	1.345	971
89	2225	1.354	971
90	2250	1.369	971
91	2275	1.377	971
92	2300	1.382	971
93	2325	1.391	971
94	2350	1.407	971
95	2375	1.418	971
96	2400	1.429	971
97	2425	1.545	971
98	2450	1.549	971
99	2475	1.552	971
100	2500	1.556	971
101	2525	1.561	971
102	2550	1.563	971
103	2575	1.57	971
104	2600	1.574	971
105	2625	1.577	971
106	2650	1.582	971
107	2675	1.597	971
108	2700	1.606	971
109	2725	1.614	971
110	2750	1.616	971
111	2775	1.619	971
112	2800	1.621	971
113	2825	1.624	971
114	2850	1.629	971
115	2875	1.635	971
116	2900	1.637	971
117	2925	1.643	971
118	2950	1.66	971
119	2975	1.665	974
120	3000	1.691	974
121	3025	1.696	974
122	3050	1.703	974
123	3075	1.71	974
124	3100	1.714	974
125	3125	1.719	974
126	3150	1.726	974
127	3175	1.73	974
128	3200	1.735	974
129	3225	1.745	974
130	3250	1.76	974
131	3275	1.772	974
132	3300	1.779	974
133	3325	1.787	974
134	3350	1.793	974
135	3375	1.797	974
136	3400	1.803	974
137	3425	1.809	974
138	3450	1.814	974
139	3475	1.819	974
140	3500	1.827	974
141	3525	1.848	974
142	3550	1.869	974
143	3575	1.885	974
144	3600	1.891	974
145	3625	1.903	974
146	3650	1.906	974
147	3675	1.909	974
148	3700	1.912	974
149	3725	1.93	974
150	3750	1.946	974
151	3775	1.948	974
152	3800	1.95	974
153	3825	1.952	974
154	3850	1.961	974
155	3875	1.968	974
156	3900	1.972	974
157	3925	1.98	974
158	3950	1.983	974
159	3975	1.987	974
160	4000	2.001	974
161	4025	2.005	974
162	4050	2.009	974
163	4075	2.014	974
164	4100	2.018	974
165	4125	2.022	974
166	4150	2.027	974
167	4175	2.032	974
168	4200	2.036	974
169	4225	2.04	974
170	4250	2.044	974
171	4275	2.047	980
172	4300	2.051	980
173	4325	2.054	980
174	4350	2.059	980
175	4375	2.063	980
176	4400	2.067	980
177	4425	2.071	1008
178	4450	2.076	1008
179	4475	2.097	1008
180	4500	2.107	1008
181	4525	2.111	1008
182	4550	2.127	1008
183	4575	2.145	1008
184	4600	2.15	1008
185	4625	2.154	1008
186	4650	2.158	1008
187	4675	2.183	1008
188	4700	2.187	1008
189	4725	2.197	1008
190	4750	2.21	1008
191	4775	2.215	1008
192	4800	2.225	1008
193	4825	2.233	1008
194	4850	2.244	1008
195	4875	2.253	1008
196	4900	2.259	1008
197	4925	2.266	1008
198	4950	2.274	1008
199	4975	2.286	1008
200	5000	2.293	1008
201	5025	2.3	1008
202	5050	2.317	1008
203	5075	2.321	1008
204	5100	2.327	1008
205	5125	2.332	1008
206	5150	2.337	1008
207	5175	2.345	1008
208	5200	2.35	1008
209	5225	2.354	1008
210	5250	2.357	1008
211	5275	2.36	1008
212	5300	2.362	1008
213	5325	2.365	1008
214	5350	2.37	1008
215	5375	2.373	1008
216	5400	2.384	1008
217	5425	2.392	1008
218	5450	2.396	1008
219	5475	2.399	1008
220	5500	2.404	1008
221	5525	2.407	1008
222	5550	2.41	1008
223	5575	2.416	1008
224	5600	2.43	1008
225	5625	2.439	1008
226	5650	2.442	1008
227	5675	2.444	1008
228	5700	2.447	1008
229	5725	2.452	1008
230	5750	2.456	1008
231	5775	2.459	1008
232	5800	2.464	1008
233	5825	2.467	1008
234	5850	2.47	1008
235	5875	2.473	1008
236	5900	2.476	1008
237	5925	2.479	1008
238	5950	2.482	1008
239	5975	2.485	1008
240	6000	2.487	1008
241	6025	2.491	1008
242	6050	2.494	1008
243	6075	2.497	1008
244	6100	2.5	1008
245	6125	2.504	1008
246	6150	2.506	1008
247	6175	2.511	1008
248	6200	2.515	1008
249	6225	2.52	1008
250	6250	2.525	1008
251	6275	2.529	1008
252	6300	2.534	1008
253	6325	2.537	1008
254	6350	2.54	1008
255	6375	2.544	1008
256	6400	2.548	1008
257	6425	2.551	1008
258	6450	2.566	1008
259	6475	2.569	1008
260	6500	2.574	1008
261	6525	2.578	1008
262	6550	2.583	1008
263	6575	2.588	1008
264	6600	2.591	1008
265	6625	2.595	1008
266	6650	2.599	1008
267	6675	2.603	1008
268	6700	2.606	1008
269	6725	2.61	1008
270	6750	2.613	1008
271	6775	2.616	1008
272	6800	2.619	1008
273	6825	2.622	1008
274	6850	2.627	1008
275	6875	2.63	1008
276	6900	2.634	1008
277	6925	2.638	1008
278	6950	2.641	1008
279	6975	2.645	1008
280	7000	2.648	1008
281	7025	2.657	1008
282	7050	2.662	1008
283	7075	2.67	1008
284	7100	2.675	1008
285	7125	2.68	1008
286	7150	2.684	1008
287	7175	2.689	1008
288	7200	2.695	1008
289	7225	2.701	1008
290	7250	2.704	1008
291	7275	2.709	1008
292	7300	2.717	1008
293	7325	2.719	1008
294	7350	2.723	1008
295	7375	2.727	1008
296	7400	2.729	1008
297	7425	2.732	1008
298	7450	2.735	1008
299	7475	2.741	1008
300	7500	2.744	1008
301	7525	2.749	1008
302	7550	2.753	1008
303	7575	2.758	1008
304	7600	2.762	1008
305	7625	2.767	1008
306	7650	2.771	1008
307	7675	2.774	1008
308	7700	2.778	1008
309	7725	2.783	1008
310	7750	2.786	1008
311	7775	2.789	1008
312	7800	2.793	1008
313	7825	2.798	1008
314	7850	2.801	1008
315	7875	2.805	1008
316	7900	2.809	1008
317	7925	2.812	1008
318	7950	2.815	1008
319	7975	2.818	1008
320	8000	2.82	1008
321	8025	2.823	1008
322	8050	2.825	1008
323	8075	2.827	1008
324	8100	2.832	1008
325	8125	2.834	1008
326	8150	2.839	1008
327	8175	2.842	1008
328	8200	2.844	1008
329	8225	2.852	1008
330	8250	2.857	1008
331	8275	2.86	1008
332	8300	2.865	1008
333	8325	2.87	1008
334	8350	2.874	1008
335	8375	2.883	1008
336	8400	2.889	1008
337	8425	2.894	1008
338	8450	2.898	1008
339	8475	2.9	1008
340	8500	2.904	1008
341	8525	2.911	1008
342	8550	2.919	1008
343	8575	2.923	1008
344	8600	2.926	1008
345	8625	2.929	1008
346	8650	2.932	1008
347	8675	2.935	1008
348	8700	2.937	1008
349	8725	2.94	1008
350	8750	2.943	1008
351	8775	2.949	1008
352	8800	2.952	1008
353	8825	2.958	1008
354	8850	2.965	1008
355	8875	2.969	1008
356	8900	2.976	1008
357	8925	2.979	1008
358	8950	2.981	1008
359	8975	2.984	1008
360	9000	2.987	1008
361	9025	2.992	1008
362	9050	2.995	1008
363	9075	2.997	1008
364	9100	3.001	1008
365	9125	3.004	1008
366	9150	3.016	1008
367	9175	3.021	1008
368	9200	3.024	1008
369	9225	3.026	1008
370	9250	3.028	1008
371	9275	3.031	1008
372	9300	3.034	1008
373	9325	3.037	1008
374	9350	3.04	1008
375	9375	3.044	1008
376	9400	3.046	1008
377	9425	3.048	1008
378	9450	3.05	1008
379	9475	3.053	1008
380	9500	3.069	1008
381	9525	3.072	1008
382	9550	3.075	1008
383	9575	3.078	1008
384	9600	3.081	1008
385	9625	3.085	1008
386	9650	3.087	1008
387	9675	3.094	1008
388	9700	3.097	1008
389	9725	3.101	1008
390	9750	3.105	1008
391	9775	3.11	1008
392	9800	3.113	1008
393	9825	3.117	1008
394	9850	3.119	1008
395	9875	3.126	1008
396	9900	3.129	1008
397	9925	3.133	1008
398	9950	3.136	1008
399	9975	3.139	1008
400	10000	3.142	1008
401	10025	3.144	1008
402	10050	3.147	1008
403	10075	3.15	1008
404	10100	3.155	1008
405	10125	3.158	1008
406	10150	3.161	1008
407	10175	3.165	1008
408	10200	3.168	1008
409	10225	3.171	1008
410	10250	3.174	1008
411	10275	3.184	1008
412	10300	3.187	1008
413	10325	3.191	1008
414	10350	3.194	1008
415	10375	3.198	1008
416	10400	3.2	1008
417	10425	3.203	1008
418	10450	3.207	1008
419	10475	3.208	1008
420	10500	3.21	1008
421	10525	3.213	1008
422	10550	3.225	1008
423	10575	3.228	1008
424	10600	3.232	1008
425	10625	3.263	1008
426	10650	3.269	1008
427	10675	3.272	1008
428	10700	3.275	1008
429	10725	3.279	1008
430	10750	3.284	1008
431	10775	3.291	1008
432	10800	3.295	1008
433	10825	3.297	1008
434	10850	3.299	1008
435	10875	3.302	1008
436	10900	3.304	1008
437	10925	3.307	1008
438	10950	3.313	1008
439	10975	3.322	1008
440	11000	3.329	1008
441	11025	3.331	1008
442	11050	3.333	1008
443	11075	3.342	1008
444	11100	3.345	1008
445	11125	3.348	1008
446	11150	3.351	1008
447	11175	3.357	1008
448	11200	3.366	1008
449	11225	3.368	1008
450	11250	3.371	1008
451	11275	3.375	1008
452	11300	3.378	1008
453	11325	3.381	1008
454	11350	3.386	1008
455	11375	3.391	1008
456	11400	3.397	1008
457	11425	3.4	1008
458	11450	3.402	1008
459	11475	3.406	1008
460	11500	3.411	1008
461	11525	3.413	1008
462	11550	3.416	1008
463	11575	3.419	1008
464	11600	3.426	1008
465	11625	3.429	1008
466	11650	3.432	1008
467	11675	3.435	1008
468	11700	3.443	1008
469	11725	3.449	1008
470	11750	3.451	1008
471	11775	3.452	1008
472	11800	3.456	1008
473	11825	3.459	1008
474	11850	3.461	1008
475	11875	3.464	1008
476	11900	3.466	1008
477	11925	3.472	1008
478	11950	3.477	1008
479	11975	3.485	1008
480	12000	3.489	1008
481	12025	3.496	1008
482	12050	3.5	1008
483	12075	3.503	1008
484	12100	3.506	1008
485	12125	3.51	1008
486	12150	3.513	1008
487	12175	3.517	1008
488	12200	3.52	1008
489	12225	3.523	1008
490	12250	3.534	1008
491	12275	3.536	1008
492	12300	3.54	1008
493	12325	3.542	1008
494	12350	3.547	1008
495	12375	3.554	1008
496	12400	3.567	1008
497	12425	3.579	1008
498	12450	3.586	1008
499	12475	3.594	1008
500	12500	3.596	1008
501	12525	3.6	1008
502	12550	3.603	1008
503	12575	3.606	1008
504	12600	3.61	1008
505	12625	3.613	1008
506	12650	3.616	1008
507	12675	3.621	1008
508	12700	3.625	1008
509	12725	3.628	1008
510	12750	3.637	1008
511	12775	3.642	1008
512	12800	3.645	1008
513	12825	3.648	1008
514	12850	3.651	1008
515	12875	3.654	1008
516	12900	3.657	1008
517	12925	3.661	1008
518	12950	3.665	1008
519	12975	3.668	1008
520	13000	3.67	1008
521	13025	3.673	1008
522	13050	3.675	1008
523	13075	3.678	1008
524	13100	3.68	1008
525	13125	3.682	1008
526	13150	3.685	1008
527	13175	3.687	1008
528	13200	3.689	1008
529	13225	3.701	1008
530	13250	3.708	1008
531	13275	3.719	1008
532	13300	3.722	1008
533	13325	3.725	1008
534	13350	3.728	1008
535	13375	3.732	1008
536	13400	3.736	1008
537	13425	3.738	1008
538	13450	3.742	1008
539	13475	3.745	1008
540	13500	3.748	1008
541	13525	3.751	1008
542	13550	3.754	1008
543	13575	3.757	1008
544	13600	3.759	1008
545	13625	3.761	1008
546	13650	3.765	1008
547	13675	3.767	1008
548	13700	3.77	1008
549	13725	3.773	1008
550	13750	3.776	1008
551	13775	3.779	1008
552	13800	3.783	1008
553	13825	3.791	1008
554	13850	3.793	1008
555	13875	3.796	1008
556	13900	3.799	1008
557	13925	3.801	1008
558	13950	3.804	1008
559	13975	3.81	1008
560	14000	3.814	1008
561	14025	3.818	1008
562	14050	3.82	1008
563	14075	3.823	1008
564	14100	3.826	1008
565	14125	3.83	1008
566	14150	3.833	1008
567	14175	3.836	1008
568	14200	3.839	1008
569	14225	3.842	1008
570	14250	3.845	1008
571	14275	3.847	1008
572	14300	3.851	1008
573	14325	3.854	1008
574	14350	3.856	1008
575	14375	3.858	1008
576	14400	3.861	1008
577	14425	3.865	1008
578	14450	3.871	1008
579	14475	3.876	1008
580	14500	3.88	1008
581	14525	3.885	1008
582	14550	3.888	1008
583	14575	3.892	1008
584	14600	3.895	1008
585	14625	3.898	1008
586	14650	3.901	1008
587	14675	3.903	1008
588	14700	3.906	1008
589	14725	3.913	1008
590	14750	3.916	1008
591	14775	3.918	1008
592	14800	3.921	1008
593	14825	3.924	1008
594	14850	3.926	1008
595	14875	3.929	1008
596	14900	3.931	1008
597	14925	3.933	1008
598	14950	3.936	1008
599	14975	3.94	1008
600	15000	3.943	1008
601	15025	3.947	1008
602	15050	3.951	1008
603	15075	3.954	1008
604	15100	3.958	1008
605	15125	3.962	1008
606	15150	3.965	1008
607	15175	3.968	1008
608	15200	3.97	1008
609	15225	3.973	1008
610	15250	3.976	1008
611	15275	3.979	1008
612	15300	3.982	1008
613	15325	3.985	1008
614	15350	3.988	1008
615	15375	3.991	1008
616	15400	3.994	1008
617	15425	3.999	1008
618	15450	4.002	1008
619	15475	4.006	1008
620	15500	4.009	1008
621	15525	4.012	1008
622	15550	4.014	1008
623	15575	4.019	1008
624	15600	4.022	1008
625	15625	4.025	1008
626	15650	4.027	1008
627	15675	4.03	1008
628	15700	4.033	1008
629	15725	4.038	1008
630	15750	4.04	1008
631	15775	4.042	1008
632	15800	4.045	1008
633	15825	4.047	1008
634	15850	4.049	1008
635	15875	4.051	1008
636	15900	4.053	1008
637	15925	4.055	1008
638	15950	4.057	1008
639	15975	4.059	1009
640	16000	4.061	1009
641	16025	4.063	1009
642	16050	4.067	1009
643	16075	4.07	1009
644	16100	4.073	1009
645	16125	4.075	1009
646	16150	4.078	1009
647	16175	4.08	1009
648	16200	4.083	1009
649	16225	4.086	1009
650	16250	4.088	1009
651	16275	4.091	1009
652	16300	4.094	1009
653	16325	4.095	1009
654	16350	4.098	1009
655	16375	4.1	1009
656	16400	4.103	1009
657	16425	4.105	1009
658	16450	4.107	1009
659	16475	4.11	1009
660	16500	4.112	1009
661	16525	4.114	1009
662	16550	4.115	1009
663	16575	4.117	1009
664	16600	4.12	1009
665	16625	4.122	1009
666	16650	4.125	1009
667	16675	4.128	1009
668	16700	4.13	1009
669	16725	4.133	1009
670	16750	4.135	1009
671	16775	4.136	1009
