iteration	evaluations	runtime[s]	MAX_Aislamiento[MAX]
1	1	0.019	632
2	2	0.021	632
3	3	0.022	632
4	4	0.024	685
5	5	0.025	780
6	6	0.026	780
7	7	0.027	781
8	8	0.028	781
9	9	0.029	781
10	10	0.03	781
11	11	0.031	781
12	12	0.032	820
13	13	0.033	820
14	14	0.034	820
15	15	0.035	820
16	16	0.037	820
17	17	0.038	820
18	18	0.039	836
19	19	0.04	836
20	20	0.041	836
21	21	0.042	836
22	22	0.043	836
23	23	0.045	836
24	24	0.046	836
25	25	0.048	836
26	26	0.049	836
27	27	0.05	836
28	28	0.052	836
29	29	0.053	836
30	30	0.055	836
31	31	0.056	836
32	32	0.057	836
33	33	0.058	836
34	34	0.06	836
35	35	0.061	836
36	36	0.063	836
37	37	0.064	836
38	38	0.065	836
39	39	0.066	836
40	40	0.068	836
41	41	0.069	836
42	42	0.071	836
43	43	0.072	861
44	44	0.074	861
45	45	0.075	861
46	46	0.076	861
47	47	0.078	861
48	48	0.079	861
49	49	0.084	861
50	50	0.095	861
51	51	0.097	861
52	52	0.134	861
53	53	0.136	861
54	54	0.137	861
55	55	0.139	861
56	56	0.146	861
57	57	0.156	861
58	58	0.537	861
59	59	0.539	861
60	60	0.54	861
61	61	0.542	861
62	62	0.543	861
63	63	0.544	861
64	64	0.545	861
65	65	0.547	861
66	66	0.548	861
67	67	0.549	861
68	68	0.55	861
69	69	0.551	861
70	70	0.553	861
71	71	0.554	861
72	72	0.555	861
73	73	0.557	861
74	74	0.558	861
75	75	0.559	861
76	76	0.576	861
77	77	0.579	861
78	78	0.58	861
79	79	0.594	861
80	80	0.601	861
81	81	0.625	861
82	82	0.629	929
83	83	0.63	929
84	84	0.636	929
85	85	0.65	929
86	86	0.671	929
87	87	0.676	929
88	88	0.678	929
89	89	0.679	929
90	90	0.68	929
91	91	0.681	929
92	92	0.687	929
93	93	0.689	929
94	94	0.69	929
95	95	0.691	929
96	96	0.702	929
97	97	0.704	929
98	98	0.705	929
99	99	0.706	929
100	100	0.707	929
101	101	0.708	929
102	102	0.709	929
103	103	0.71	929
104	104	0.712	929
105	105	0.713	929
106	106	0.715	929
107	107	0.717	929
108	108	0.718	929
109	109	0.719	929
110	110	0.72	929
111	111	0.722	929
112	112	0.723	929
113	113	0.724	929
114	114	0.725	929
115	115	0.726	929
116	116	0.733	929
117	117	0.74	929
118	118	0.742	929
119	119	0.744	929
120	120	0.745	929
